content,Tampilan,Autentikasi,Transaksi
kurang fitur tarik tunai tanpa kartu sama rekening tabungan simponi tidak muncul,,,Negative
"Mohon maaf aplikasinya kurang banget, setelah daftar malah gabisa kebuka lg , terus respon call center saat minta info pendaftaran kelamaan nunggu jd pulsa nya abis duluan. Lumayan saya 3 kali nelpon ga dapet hasil",,Negative,
"Keren, UI nya simpel dan ringan! Tingkatkan lagi!",Positive,,
Transfer dari BNI Mobile tidak ada catatan transaksi masuk di wonder tapi saldo sudah bertambah. Masih perlu di tingkatkan untuk catatan masuk transferan biar cepat terbaca di wonder,,,Positive
"Erorrrrr daaaah ini aplikasi. Udah registrasi, udah berhasil. Mau login tapi diarahin ke syarat dan ketentuan trs, tapi pas diklik tulisannya sudah aktivasi tinggal login tp gajelas diarahinnya ke syarat dan ketentuan mulu, gabisa klik apa2",,Negative,
Ok sangat membantu saya dalam bertransaksi 🙏,,,Positive
"BNI salah satu bank BUMN tertua tingkat Nasional masa kalah sama BUMD, buat verifikasi wajah aja dah 2 hari gagal (ntah verif system terlalu detail goyang dikit ga bisa atau gmn, masa hrs pake tripod) hadeeh...mana hrs ulang dr langkah awal lg...fix the problem, dan maksimalkan fitur nya, ntar baru dikasih bintang 5...",,Negative,
Apa sih mau login aja harus verifikasi data lengkap mulu kaya baru daftar,,Negative,
bolak balik eror.. trus aktifasi bolak balik.. masa tiap mau login aktifasi melulu foto ktp selfi.. ribet bgt.. lama2 pindah bank sebelah deh.. beberapa hari mbanking ga bisa melulu.. repott,,Negative,
Di perbaharui bukannya bener malah gk gak bisa login udh login berkali-kali balik lagi suruh login lagi keterangannya sesi telah berakhir kan tolol mending di hapus aja lah ribet perbaiki dulu bug nya baru launching,,Negative,
Baru buka langsung SESI ANDA HABIS. aplikasi paling aneh bikin insecure. Balik lagi ke Mandiri mobile banking lebih ok. Auto pindah saldo lewat ATM.,,,Negative
"Pelayanan lelet ngak seperti BCA, Aplikasi sering error pas di buka, Ini sangat menganggu aktifitas saya saat transaksi tf😭, Plis tolong lah kalao lagi perbaikan sistem itu nasabah di kasih tau terlebih dahulu😭",,,Negative
"Sudah sukses daftar, bisa masuk aplikasi, tp setelah logout, mau masuk lagi harus kembali daftar seperti masukan data pribadi",,Negative,
Aplikasi sampah.. Buat verifikasi wajah susahh ribettt.. Udah ikutin petunjuk padahal,,Negative,
suka lemot nge stak di logo wondr transaksi suka gagal terus,,,Negative
Parah susah login kluar mulu perbaikan terus kacau!!!!,,Negative,
Mudah dan simpel....,Positive,,
Tutor cara tarik tunainya dong .,,,Positive
"Sungguh canggih nih apl dan gampang segala urusan transfer,di semua bank atau e walet.",,,Positive
saya tidak nyaman. Transaksi gagal tapi saldo di rekening saya berkurang.,,,Negative
"Aplikasi sekelas BNI mosok sering gangguan.teknisinya yg sigap dong... Ini aplikasi keuangan,transaksi jd terlambat gr2 gangguan...!!!",,,Negative
Aplikasi butut makin di perbarui makin ga jelas TF saldo terpotong tapi tidak sampai ke rek tujuan dan aplikasi sering gangguan tarik tunai pun uang sering tidak keluar dan untuk mengembalikan harus tunggu 3x24,,,Negative
"buruk bgtt ni aplikasi, tiap buka muncul sesi anda sudah berakhir disuruh login lagi gitu aj terus, mau transaksi jadi ga bisa, tolong perbaiki lagi dong",,Negative,Negative
"Tolong di baca min, saya melukakan transaksi gagal di situ tertulis transaksi melebihi batas, di suruh nunggu 24 jam, ini sudah lebih 2hari tapi ttp aja ngak bisa tolong di perbaiki.",,,Negative
"Tgl 21 November 2024, dari jam 4 subuh.K npa yaa Wonder kadang suka mendadak eror ..darurat mau pake Qris tiba2 gak bsa top up saldo Tap cash ..tolong di perbaiki system nya .jgn sampe bikin repot orang ..",,,Negative
Bisa meminjam kan uang tanpa sarat rumit Bisa Kredit,,,Positive
"Aneh riwayat transaksi saldo masuk tidak ada, masih lebih baik fitur di aplikasi lama bni mobile banking",,,Negative
Vermuk susah,,Negative,
"Ribet kali, kenapa harus ada apk ini sih, padahal ada m-banking untuk transaksi, sekarang kalau mau beli token listrik harus pakai wonder by bni. Kenapa coba harus dipisah fungsinya, padahal lebih bagus semua fungsi dijadiin satu apk, malah harus download apk lain lagi. Sering error' pula tu",,,Negative
Mo log in nggak bisa karena nggak centang permintaan notifikasi iklan...mo ngiklan kok maksa 👎 Padahal BNI kan BUMN ya kok kualitas nya kalah sama yg swasta pantes aja negara di kuasai swasta 😅,,Negative,
"Sebenernya dari segi tampilan simpel tapi setelah logout stuck di syarat dan ketentuan, pas klik 'saya setuju' muncul tampilan bahwa sesi berakhir, akhirnya kembali ke syarat dan ketentuan dan klik 'saya setuju' dan kembali tampilan sesi berakhir, loophole secara terus meneris. Mohon diperbaiki",Positive,Positive,
Sebaiknya ditambahkan menu cetak rekening koran,,,Positive
"Pembayaran PDAM gagal bayar tetapi saldo di debet, proses pengecekan nunggu sampai 1 minggu, padahal dinaplikasi mbanking yg lama jika gagal saldo langsung di kredit kembali ke rekening.. jadi bisa melakukan bayar ulang.. Kalau wondr gak jelas kita harus lakukan bayar ulang atau nunggu proses.. selesai. Pembayaran sudah jatuh tempo.. kita kena sanksi PDAM.. Kemunduran yg sangat jauh sekali.. Mending kalau nelpon CS nya gratis.. Serem banget nyedot pulsanya kalau nelpon ke call center ..",,,Negative
"Kalau hujan matikan kunci sidik jari, login biometrik wondr juga kehapus. Percuma kalau login pakai pasword layar hp bisa diintip atau disadap",,Negative,
"Aplikasi tidak nangkap verifikasi wajah, terlalu cepat masa scan wajah nya",,Negative,
"apaan dikit2 limit tbtb ga bisa transaksi tulisan 1*24 jam padahal baru transfer 1*5jt. dari semua mobile banking paling buruk WONDER BNI, sungguh mengecewakan, saldo jadi nyangkut 1*24 jam lebih tidak bisa diputar!!!! siap2 bakal pindah semua nasabah nya kalau begini!!!",,,Negative
"Sdh login berhasil, tp kok gagal masuk spt pas login awal. ?? Gmn niih ?!",,Negative,
"Baru selesai verifikasi email trus logout, mau login lg gak bisa. Dibilang sesi anda sudah berakhir tiap kali login. Percuma instal",,Negative,
"Gimana nih, saya isi token gagal tapi saldo saya sudah dipotong! Saya udah nunggu hampir 2x24 jam, gak ada pengembalian saldo yg terpotong. Mau nanya tentang masalah ini di bagian customer service aplikasinya malah gak ada penyelesaian. Chat langsung di aplikasi Mobile BNI nya juga gak nyambung jawabnya! Saya sebagai pelanggan harus apa???????!!",,,Negative
"Susah sekali di gunakan, setiap transaksi pin salah, sesi berakhir, di suruh verifikasi ulang Susa pake email lama gak bisa email baru gak di terima gimana sih. Lebih suka m.banking BNI sj sekalian semua bisa gak ribet. Ini memakan waktu banyak, ujung"".a sesi berakhir. Tolong lah gak usa buat apk baru klw belum bisa sebagus apk lama🙏 Padahal sdh sangat nyaman pake BNI, klw banyak kendala gak lama berpindah ke bank lain. Apk tdk membantu, malah menambah masalah.",,Negative,Negative
"katanya kalau mau dpt saldo gopay/ovo 10rb harus dapat tranferan dari bank lain 1 jt sama top up gopay 500 rb,,,,,,tranfernya uda masuk ehh giliran mau top up e-wallet gak bisa,,,,,aplikasi ini hanya akal2an semata gak mau rugi",,,Negative
"Canggih bagt aplikasinya, simpel juga, QR aja bisa pake upload foto Qr",Positive,,
"DAFTAR WONDR RIBET, JELEK, GA KAYAK BANK LAIN SAT SET LANGSUNG JADI. KLO BUKAN KARENA PAYROLL TEMPAT KERJA. MALES PAKE BNI.",,Negative,
"Verivikasi muka gagal terus,,ribet",,Negative,
"Sangat bagus sekali , mudah dan simple",Positive,,
Cari cetak rekening koran di aplikasi apakah ada??? Kalau ada saya kasih bintang 5,,,Positive
saya hapus 3 x aplikasinya soalnya deteksi wajah gak bisa2..sangat2 tidak membantu,,Negative,
Masih bisa di gunakan untuk transaksi,,,Positive
Tolong ya diperbaiki lagi Pasword lama udh bener padahal pin bener malah salah dilupa pin udh verifikasi eh nulis pasword lama enggak bisa,,Negative,
Pakai tf ke ewallet ajah ada kendala disistem gimna sih upgrade apk bukanya malah bagus malah down sistemnya,,,Negative
Kacau ini wondr bni Bank malah nyuruh pake ini tpi sangat buruk dan lambat selalu disuruh login ulang,,Negative,
"Verifikasi sudah berhasil tapi saat Login kembali tetap meminta verifikasi data lagi. Datang ke BNI malah yg handle securitynya suruh coba2 di restart hp dan install setelah berhasil verifikasi ulang,coba transaksi ewalet bisa tapi logout dan login lagi tetap kembali minta verifikasi ulang ...petugas BNI hanya nyengir. Tdk bs ngasi solusi.. Terpaksa pindah dl ke bank sebelah dan lupakan dl wondr by bni yg menyulitkan",,Negative,Positive
Saya bayar akulaku transaksi udah berhasil tapi di akulakunya belum masuk udah berjam jam,,,Negative
"Verifikasi wajah selalu gagal, padahal udah sesuai konstruksi, nyebelin banget apk wondr ini makin ribet Dan harus nyoba lagi bsk",,Negative,
"mohon penjelasan,kemaren saya beli pulsa disini 150.000,keterangan blm berhasil pulsapun GK masuk saldo udah kepotong,gmn ceritanya",,,Negative
"mohon developer, untuk fiturnya lebih terperinci mengenai riwayat dana masuk maupun keluar, terutama dana yg keluar bisa di share/download, kemudian ada notif masuk dgn nominal dari nol sampai tak terhingga, mohon untuk modern tapi simpel, segera di follow-up ! tks",Positive,,
Aplikasi buruk sekali niat melakukan pembayaran belanjaan di alfagif ternsaksinya gagal eh malah saldo kita tetap terpotong,,,Negative
Ga bisa login.. ngulang2 trus.. hati2 bocor data. Klo blum bisa digunakan tolonglah jgn lounching dulu ni aplikasi. Atw stidaknya tidak bisa digunakan sementara. Ini saya udah verifikasi berhasil tpi ga bisa login. Ngulang ke menu privacy.. trus kalau sudah login di wondr by bni usahakan logout juga dari bni mobilenya.. duit byk byr aj programmernya..,,Negative,Negative
Baru nyoba transaksi pertama laporan terkirim saldo berkurang . .tapi uang belom sampai ke tujuan. . .,,,Negative
"Aplikasi buat susah.verifikasi rumit bikin muak.mau poto muka susah,,ssh selesai poto muka pake video call lg sama admin.pertanyaannyapun tak masuk akal.macet dikit suruh video call ulang lg Begitu terus sampai kita muak.menururku ini aplikasi paling buruk",,Negative,
"Ini app bni atau pishing sih, dari awal gak bisa2 verifikasi wajah, jadi curiga nih. Unsintall ajalah",,Negative,
"Buka rekening baru, kirim kartu fisik nya nunggu 10 hari,kalo belum nyampe harus dateng ke kantor bni yg di bengkulu semua, tidak ada daerah jawa barat, pas sampe harus aktifasi di cabang bni terdekat, sama aja bukan buat rekening online kalau seperti itu, sangat memalukan untuk bank sekelas bank negara, tidak semudah bank swasta lain nya",,,Negative
Bayar qris di wonder cepat banget cuma 3step selesai,,,Positive
"Buruk sekali. AQ gak bisa transaksi pakai BNI yg lama aq. Kok ada himbauan download ini. Eh,gak bisa login saat foto. Sesi habis. Malah butuh bangettt TF. Kesalin deh lama lama",,Negative,Negative
"Susah untuk log in,masih mudah yang bni lama tolong di oerbaharui",,Negative,
Coba ditambah fitur tarik tunainya agar bisa memudahkan lagi para pengguna Bank BNI,,,Positive
Setiap mau login ke akun ngga bisa terus dan lama sekali,,Negative,
"Aku juga, semenjak ganti ke wondr by BNI.. Aku beli token listrik, mutasinya ada tapi transaksi gagal",,,Negative
Susah amat verifikasi wajah nya dah bolak balik verifikasi,,Negative,
"Aplikasi aneh. Udah daftar, dan berhasil sampai selamat datang. Eeh malah balik lg ke halaman syarat & ketentuan. Coba masuk lg malah gagal",,Negative,
"Perbaiki terus agar tidak lelet apliksi nya,terutama saldo pulsa dan ewallet dana..pulsa kalo bisa 5 ribu dan tf ewallet maksimal 2.000.000/hari",,,Positive
"Sulit banget daftarnya , buka mulut sudah ,kedip sudah tapi gabisa2 masuknya ,bni udah ga bisa buat pembelian , solusi dong",,Negative,
"Masyaalah Sulit banget mau log in , mana kartu debit belum jadi pula",,Negative,
"bagus, sayangnya belum ada tarik tunai di atm tanpa kartu",,,Positive
"Tolong perbaiki sistem yang kurang baik seperti ketika sudah punya akun tetapi harus tetap scan ktp dan wajah, saya rasa itu membuang-buang waktu",,Negative,
Verifikasi wajah sulittt,,Negative,
Jelek banagett verifikasi wajahnya lebih susah dari ujian hidup,,Negative,
Wondr apa sedang eror. Kok kmrn bisa digunakan. Ini gagal login bilang klo sesi telah berakhir,,Negative,
Kurang fitur tidak ada sistem tarik tunai nya bedah dgn bni mobile banking.,,,Negative
"Aplikasi apalagi sih? Masa mau beli token listrik lewat MBanking aja diarahkan ke aplikasi lain? Sudah gitu pas daftar malah gagal, bilangnya data yang saya isi tidak update. Kalo ribet gini saya kasih bintang 1. BNI juga saya kasih bintang 1!!!!",,Negative,
"Beli token listrik 2x statusnya gagal saldo tetep kepotong, bahaya BNI",,,Negative
mau verifikasi susah bet asu,,Negative,
Tidak ada fitur penting seperti setor/ tarik tunai,,,Negative
"Aplikasi t*l*l jauh lebih bagus BNI mobile, mau upload kode qris gak bisa di baca, kalo di BNI mobile bisa, aplikasi gak guna ini",,Negative,
"Sama saja dengan BNI satunya... Transaksi belum berhasil, saldo saya dipotong tanpa notif apa pun untuk customer... 😤",,,Negative
"Udah log in, trus log out. Mau log in lagi nggak bisa. Malah masuk ke bagian syarat syarat kayak baru daftar aplikasi.",,Negative,
"Pendaftaran mudah, simple cepat, tp fitur aplikasinya sangat sedikit gk selengkap bni mobile",Positive,Positive,
"Sudah download,sudah verifikasi dan berhasil... Eh waktunya mo di pake,yg muncul syarat dan ketentuan pengguna mulu. Kalo emang belum siap update yaudah jangan maksa. Akhirnya ku uninstal aja,bikin stressss!!",,Negative,
"ternyata ulasan bintang 1 nya betul semua. susah banget buat buka rekening disini. sesi anda telah berakhir, coba lagi,padahal jaringan udah bagus",,,Negative
Malah ribet... mobile tunai gak ada.. aplikasi kurang lengkap... repot urusan malah..,,,Negative
Gagal login harus verifikasi lagi. Gagal maning. Nunggu harus esok harinya.... Oalah Gusti ....,,Negative,
sangat mengecewakan apk ini nggak bisa tarik tunai tanpa kartu,,,Negative
"Semua pembayaran kurang lengkap sih Pgn ( gas )tidak ada , kalo bisa ditingkatkan lagi yaa ☺️",,,Negative
"- Fitur masih belum banyak,. seharusnya fitur penting seperti tarik tunai tanpa kartu disediakan (kayak sebelah 'lancar') - Lalu loading nya lumayan lama, - Transfer(dana minumum yg tinggal di rekening) ketika pilih nominal seharusnya ada alert 'dana tidak mencukupi', sebelum tf itu di beri peringatan. (Masa iya ketika sudah tf harus gagal dulu, baru di kasih notifikasinya)",,,Negative
Semoga semakin memudahkan nasabah BNI dalam bertransaksi online.,,,Positive
untuk pendaftaran pertama pakai video call tidak sama agennya ? tadi saya mau dftar di smbungin untuk video call dengan agen nya ? itu penipuan atau tidak ya ?,,Negative,
"Pendusta dan mempersulit pelanggan iklan gk main2 bagusnya di televisi, ternyata pendusta, jangan salahkan kami kl pakai jasa lain, banyak kendala, ini mau login keluar terus, kl blm siap buat aplikasi jangan buat donk BNI nyusahin aja kalian Ini",,Negative,
Lambat. Dan notifikasi transaksi menunggu hingga 6 jam.,,,Negative
"Coba seperti BRIMO BRI gak perlu cari tanggal mengecek mutasi, langsung ada otomatis",,,Negative
"Kita yang di Hong kong gak ada KTP,bisa nggak tambahin daftarin pake paspor",,Negative,
"Aplikasi bodok,, nda bisa kita login",,Positive,
"Takut jg sih, sudah instal pas daftar yg di minta data pribadi no atm plus sandi nya, kata nya pihak bank tidak pernah meminta sandi atm, ko di sini di wajibkan😇😇 Alhasil saya batalin daftar dan login nya😅",,Negative,
"list transaksi tidak selengkap aplikasi lama, malah ada transaksi yg tidak di munculkan di aplikasi ini, untungnya mobile banking BNI masih bisa digunakan, klo Mbanking BNI sdh tidak bisa digunakan otw pindah bank",,,Negative
Belum bisa login ulang selalu kembali ke halaman disclaimer,,Negative,
"Apk bapuk sering gangguan mau daftar ajh ribet gangguan terus, verifikasi wajah ajh gangguan astaga harus ulang besok nya besok nya lagi dan besok nya ajh terus sampe plangton berhasil mencuri resep kraby paty tuan crabbb tolong lah apk nya di permudah",,Negative,
Gak bisa cardless. Mau kirim kartu juga gak bisa. Gak ada cs yg bisa di hubungi. Mau ambil kartu di bank juga gak bisa. Intinya uang gak bisa di ambil.,,,Negative
kx tidak ada menu tarik tunai tanpa kartu.. ? klu sudah ada tolong kalau tarik tunai tanpa kartu harap tidak memakai otp dgn memakan pulsa....,,,Negative
"Ini saya coba berulang kali untuk foto wajah berkali kali gagal mending nggak nabung di bni aja, terlalu ribet sudah datang dikantor cabang ndemak e sidik jari nggak kebaca lagi, suruh minta keterangan kedukcapil la ini mau nabung apa mau cari ktp/kk. sontoloyo bikin susah aja",,Negative,
Belum bisa tarik tunai,,,Positive
"Halo kak, saya sekitar tgl 30 okt kemarin membuka tabungan dan membuat akun di wondr. Kemudian saya memilih opsi untuk menggunakan pengiriman kartu fisik BNI debit. Tapi sampai sekarang kartunya belum saya terima dan juga sudah lewat dari max 10 hari kerja. Mohon solusinya.",,Positive,
Gak bisa verifikasi wajah. Selalu gagal verifikasi wajah,,Negative,
Transaksi cepat dan mudah,,,Positive
Transaksi ke. Gopay gagal tapi saldo dipotong...tolong kembalikan saldo saya.sudah lewat emal pun juga blm ada tindakan....lewat wa malah g jels...bni makin kesini makin burukk,,Negative,Negative
