content,content_stemmed,content_list,aspect_tokens,Tampilan,Authentikasi,Transaksi,aspects
Ampun dah...ini apk taik Tolong jangan mempersulit nasabah..duit orang yg jadi taruhan nya.Bank besar tapi tidak bisa bekerja dengan baik..kalau bukan untk pekerjaan sory mau buka tabungan pake BNI,"[ampun, tahi, tolong, sulit, nasabah, uang, orang, taruh, bank, tidak, baik, kerja, sory, buka, tabung, pakai]","['ampun', 'tahi', 'tolong', 'sulit', 'nasabah', 'uang', 'orang', 'taruh', 'bank', 'tidak', 'baik', 'kerja', 'sory', 'buka', 'tabung', 'pakai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Negative,Transaksi
Sesudah di update lama proses login. Ini kenapa wonder ini. Tidak seperti bni banking. Tertulis ada sedikit kendala udah mau seharian gak bisa di buka wonder bni,"[update, lama, proses, login, tidak, tulis, kendala, hari, tidak, buka]","['update', 'lama', 'proses', 'login', 'tidak', 'tulis', 'kendala', 'hari', 'tidak', 'buka']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"aplikasinya parah banget. seharian di buka ga bisa², fitur tidak tersedia, gitu mulu😆 Belum ada seminggu d install udah minta update, di update juga tetap ga bisa di buka,ga bisa transaksi apa².mendingan BNI Mobile banking kemarin😆","[parah, banget, hari, buka, tidak, fitur, tidak, sedia, melulu, belum, minggu, install, update, update, tidak, buka, tidak, transaksi, mending, kemarin]","['parah', 'banget', 'hari', 'buka', 'tidak', 'fitur', 'tidak', 'sedia', 'melulu', 'belum', 'minggu', 'install', 'update', 'update', 'tidak', 'buka', 'tidak', 'transaksi', 'mending', 'kemarin']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Kok perbaiki fitunya berjam² si... Emang ini fitur apaan?? Ga jelasss menghambat kebutuhan transaksi ni palikasi... nyeselin amat sii...,"[baik, fiturnya, jam, sih, fitur, tidak, hambat, butuh, transaksi, palikasi, nyeselin, sih]","['baik', 'fiturnya', 'jam', 'sih', 'fitur', 'tidak', 'hambat', 'butuh', 'transaksi', 'palikasi', 'nyeselin', 'sih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"Udah bener M banking bni gak pernah error ,ini malah error gajelas menghambat transaksi jadinya.. kacau!","[tidak, error, error, tidak, hambat, transaksi, kacau]","['tidak', 'error', 'error', 'tidak', 'hambat', 'transaksi', 'kacau']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Jangan sering2 eror mllu mau transaksi sehari2 jd ribet kaya gini,"[sering, error, mllu, transaksi, hari, rumit, kayak]","['sering', 'error', 'mllu', 'transaksi', 'hari', 'rumit', 'kayak']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Ko g bisa login apa gangguan atau gimana ya🙏🙏🙏,"[tidak, login, gangguan]","['tidak', 'login', 'gangguan']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
Parah sekali aplikasi nya kenapa waktu saya mau transaksi harus gangguan kyk bgini woe BNI bikin saya rugi sama castemer saya.,"[parah, transaksi, gangguan, kayak, woe, rugi, castemer]","['parah', 'transaksi', 'gangguan', 'kayak', 'woe', 'rugi', 'castemer']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"KENDALA MULU, TIDAK BISA BISA LOGIN","[kendala, melulu, tidak, login]","['kendala', 'melulu', 'tidak', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Aplikasi bapuk, error mulu pas mau transaksi","[bapuk, error, melulu, pas, transaksi]","['bapuk', 'error', 'melulu', 'pas', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Harusnya kalau belum fix jangan di launching dulu. Sampai skrng gak bisa buka aplikasi untuk transaksi,"[belum, fix, launching, tidak, buka, transaksi]","['belum', 'fix', 'launching', 'tidak', 'buka', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"Bikin ribet aja, slalu eror ngga bisa login, keterangannya fitur lagi tidak tersedia","[rumit, error, tidak, login, terang, fitur, tidak, sedia]","['rumit', 'error', 'tidak', 'login', 'terang', 'fitur', 'tidak', 'sedia']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Lebih suka BNI yg lama jadi terintegrasi jadi satu, disini masih harus buat pengguna baru lagi, harusnya langsung tersambung dengan aplikasi BNI yg lama, ribet kalau dirasakan lama-lama belum lagi login yg lamaa padahal jaringan internet bagus dan kencang untuk membuka YouTube, game, dll, malahan login di aplikasi ini lebih LAMBAT daripada aplikasi BNI aslinya, tolong untuk developer optimalkan lagi saat proses login nya","[lebih, sering, lama, integrasi, masih, guna, langsung, sambung, lama, rumit, rasa, lama, lama, belum, login, lamaa, jaring, internet, bagus, kencang, buka, youtube, game, dll, login, lebih, lambat, asli, tolong, developer, optimal, proses, login]","['lebih', 'sering', 'lama', 'integrasi', 'masih', 'guna', 'langsung', 'sambung', 'lama', 'rumit', 'rasa', 'lama', 'lama', 'belum', 'login', 'lamaa', 'jaring', 'internet', 'bagus', 'kencang', 'buka', 'youtube', 'game', 'dll', 'login', 'lebih', 'lambat', 'asli', 'tolong', 'developer', 'optimal', 'proses', 'login']","{'Tampilan': [], 'Authentikasi': ['login', 'login', 'login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Parah ini aplikasi,seharian full pembaharuan,belum juga bisa kebuka Ket ""dalam perbaikan ""parah betul Luar biasa perbaikan nya,lama amat seharian full,tim perbaikan nya lagi tidur semua kaya nya,pengen cepat transaksi malah menunggu seharian full itu pun belum bisa masih perbaikan","[parah, hari, full, baharu, belum, buka, ket, perbaikan, parah, perbaikan, lama, hari, full, tim, perbaikan, tidur, kayak, pengin, cepat, transaksi, tunggu, hari, full, belum, masih, perbaikan]","['parah', 'hari', 'full', 'baharu', 'belum', 'buka', 'ket', 'perbaikan', 'parah', 'perbaikan', 'lama', 'hari', 'full', 'tim', 'perbaikan', 'tidur', 'kayak', 'pengin', 'cepat', 'transaksi', 'tunggu', 'hari', 'full', 'belum', 'masih', 'perbaikan']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
knp ko ga bsa login msuk mbking mlh error jlk bnget bahaya aplikasi penyimpan uang mlh suka eror,"[tidak, login, masuk, mbking, error, jelek, banget, bahaya, simpan, uang, sering, error]","['tidak', 'login', 'masuk', 'mbking', 'error', 'jelek', 'banget', 'bahaya', 'simpan', 'uang', 'sering', 'error']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': ['uang']}",NA,Negative,Negative,"Authentikasi, Transaksi"
"Gampang ilang jaringan gk bisa login,","[gampang, hilang, jaring, tidak, login]","['gampang', 'hilang', 'jaring', 'tidak', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Tolong dong d perbaiki lagi ,sering mengalami kendala terus menerus untuk melakukan transaksi,... Masuk ngk bisa bisa, signal tidak ada kendala","[tolong, baik, sering, alami, kendala, terus, transaksi, masuk, tidak, signal, tidak, kendala]","['tolong', 'baik', 'sering', 'alami', 'kendala', 'terus', 'transaksi', 'masuk', 'tidak', 'signal', 'tidak', 'kendala']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"tiap mau login selalu aja system lagi diperbaiki, siape sih yang bikin aplikasinya baru belajar apa gimana, dari pagi mau login gabisa bisa heran, enakan BNI lama","[login, system, diperbaiki, siape, sih, ajar, pagi, login, tidak, heran, enak, lama]","['login', 'system', 'diperbaiki', 'siape', 'sih', 'ajar', 'pagi', 'login', 'tidak', 'heran', 'enak', 'lama']","{'Tampilan': [], 'Authentikasi': ['login', 'login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Kok wondr saya gak bisah login,"[tidak, bisah, login]","['tidak', 'bisah', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Sering eror gimana mau TF susah,"[sering, error, transfer, susah]","['sering', 'error', 'transfer', 'susah']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Negative,Transaksi
"makin kesini makin jelek, banyak sekali kendala dan perbaikan, mengganggu pengguna untuk mengakses dan bertransaksi","[kesini, jelek, kendala, perbaikan, ganggu, guna, akses, transaksi]","['kesini', 'jelek', 'kendala', 'perbaikan', 'ganggu', 'guna', 'akses', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"aplikasi ga jelassss, kebanyakan perbaikan. mau bayar² jadi susahhhh","[tidak, jelassss, banyak, perbaikan, bayar, susahhhh]","['tidak', 'jelassss', 'banyak', 'perbaikan', 'bayar', 'susahhhh']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
"Kenapa sih aplikasi wondr dari tadi pagi gak bisa buka , mau tf uang pun susahh","[sih, pagi, tidak, buka, transfer, uang, susahh]","['sih', 'pagi', 'tidak', 'buka', 'transfer', 'uang', 'susahh']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer', 'uang']}",NA,NA,Negative,Transaksi
"Bukanya lama sering nge lag, trus gak kadang uang nya sering berkurang tp gak ada laporan pengurangan nya untuk apa, memamg dr awal gak niat bikin. Sangat mengecewakan INI TOLONG DONG DI PERBAIKIN LAGI APK NYA, GAK BISA DI BUKA SAMA SEKALI, UDH BEBERAPA HARI INI. UDH KE CS NYA JUGA SAMA AJA. BOBROK BANGET SIHHH.","[buka, lama, sering, nge, lag, tidak, kadang, uang, sering, kurang, tidak, lapor, kurang, memamg, tidak, niat, sangat, kecewa, tolong, baik, tidak, buka, cs, bobrok, banget, sih]","['buka', 'lama', 'sering', 'nge', 'lag', 'tidak', 'kadang', 'uang', 'sering', 'kurang', 'tidak', 'lapor', 'kurang', 'memamg', 'tidak', 'niat', 'sangat', 'kecewa', 'tolong', 'baik', 'tidak', 'buka', 'cs', 'bobrok', 'banget', 'sih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['uang']}",NA,NA,Negative,Transaksi
Kalo lagi perbaikan satu hari Gimana mau pake bisnis pembayaran Perbaiki lagi,"[perbaikan, pakai, bisnis, bayar, baik]","['perbaikan', 'pakai', 'bisnis', 'bayar', 'baik']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
Masak seharian ga bisa login !,"[masak, hari, tidak, login]","['masak', 'hari', 'tidak', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Cape banget pake wondr ini untuk masuk ke laman log in aja susahnya setengah modyar, lama banget, apalagi kalo mau transaksi pake qris kode bayar nya keburu expired karna buat log in susah nya minta ampun. Sekiranya belum siap sistem bankingnya, dahlah mending BNI mobile banking lagi!","[capek, banget, pakai, masuk, laman, login, susah, modyar, lama, banget, transaksi, pakai, qris, kode, bayar, keburu, expired, login, susah, ampun, belum, sistem, bankingnya, dah, lebih, baik]","['capek', 'banget', 'pakai', 'masuk', 'laman', 'login', 'susah', 'modyar', 'lama', 'banget', 'transaksi', 'pakai', 'qris', 'kode', 'bayar', 'keburu', 'expired', 'login', 'susah', 'ampun', 'belum', 'sistem', 'bankingnya', 'dah', 'lebih', 'baik']","{'Tampilan': [], 'Authentikasi': ['login', 'kode', 'login'], 'Transaksi': ['transaksi', 'bayar']}",NA,Negative,Negative,"Authentikasi, Transaksi"
"Knpa tdk bisa di buka aplikasi nya, padahal lg butuh transaksi. Msh bagus aplikasi yg lama","[tidak, buka, butuh, transaksi, masih, bagus, lama]","['tidak', 'buka', 'butuh', 'transaksi', 'masih', 'bagus', 'lama']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Aplikasi gagal Woy cepet mau log in saya..,"[gagal, woy, cepat, login]","['gagal', 'woy', 'cepat', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Kenapa tidak bisa login slalu coba lagi ?,"[tidak, login, coba]","['tidak', 'login', 'coba']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Perbaikan mulu perasaa,susah min kalo begini mau tarik uang atau transfer","[perbaikan, melulu, perasaa, susah, admin, tarik, uang, transfer]","['perbaikan', 'melulu', 'perasaa', 'susah', 'admin', 'tarik', 'uang', 'transfer']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['tarik', 'uang', 'transfer']}",NA,NA,Negative,Transaksi
"Sangat tidak puas mo transaksi fitur ini tidak tersedia,akan aku hapus,mending pakai yg lma cpt masuknya","[sangat, tidak, puas, transaksi, fitur, tidak, sedia, hapus, lebih, baik, pakai, lama, cepat, masuk]","['sangat', 'tidak', 'puas', 'transaksi', 'fitur', 'tidak', 'sedia', 'hapus', 'lebih', 'baik', 'pakai', 'lama', 'cepat', 'masuk']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
"Yg lama lebih bagus.mudah,jelas dan tampilan rekening korannya keren.klo yg baru ribet dan tidak menarik","[lama, lebih, bagus, mudah, tampilan, rekening, koran, keren, rumit, tidak, menarik]","['lama', 'lebih', 'bagus', 'mudah', 'tampilan', 'rekening', 'koran', 'keren', 'rumit', 'tidak', 'menarik']","{'Tampilan': ['tampilan', 'keren', 'menarik'], 'Authentikasi': [], 'Transaksi': ['rekening']}",Positive,NA,Positive,"Tampilan, Transaksi"
Sering ganguan.... Terkadang kita lagi butu transaksi... Tapi suka tertulis... Tim kami lagi perbaikan....,"[sering, gangguan, terkadang, butu, transaksi, sering, tulis, tim, perbaikan]","['sering', 'gangguan', 'terkadang', 'butu', 'transaksi', 'sering', 'tulis', 'tim', 'perbaikan']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Sama sekali tidak bisa login udah seharian full!!!!,"[tidak, login, hari, full]","['tidak', 'login', 'hari', 'full']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"parah tidak bisa transaksi gangguan terus , mohon sebelumnya di perbaiki lagi","[parah, tidak, transaksi, gangguan, mohon, baik]","['parah', 'tidak', 'transaksi', 'gangguan', 'mohon', 'baik']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Negative,Transaksi
Baru banget perbarui aplikasi hari ini. Eehh susah banget mau login. Bahkan tidak bisa login. Leleeettttt. Mau transkasi jadi terhambat. Tolong donk sekelas BNI kok begini aplikasinya.,"[banget, baru, eehh, susah, banget, login, tidak, login, leleeettttt, transkasi, hambat, tolong, kelas]","['banget', 'baru', 'eehh', 'susah', 'banget', 'login', 'tidak', 'login', 'leleeettttt', 'transkasi', 'hambat', 'tolong', 'kelas']","{'Tampilan': [], 'Authentikasi': ['login', 'login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Wonder tidak login mohon di bantu,"[tidak, login, mohon, bantu]","['tidak', 'login', 'mohon', 'bantu']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
Kenapa bni gak bisa login,"[tidak, login]","['tidak', 'login']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Ini kenapa malah gak bisa login, respon fitur tidak tersedia","[tidak, login, respons, fitur, tidak, sedia]","['tidak', 'login', 'respons', 'fitur', 'tidak', 'sedia']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Saya melakukan transaksi di SPBU rest area KM 102 Cipali arah jakarta, mengisi Pertalite, pembayaran menggunakan Kartu Kredit BNI, mengalami kegagalan transaksi sampai 3 x rp 488rb, namun ternyata, tramsaksi dianggap berhasil dengan adanya Notifikasi via aplikasi Wondr by BNI.. sampai sekarang, Womdr by BNI susah di akses. Bagaimana ini tanggapannya? Mohon jadi perhatiannya!","[transaksi, spbu, rest, area, cipali, arah, jakarta, isi, pertalite, bayar, kartu, kredit, alami, gagal, transaksi, kali, rp, ribu, tramsaksi, anggap, hasil, notifikasi, via, womdr, susah, akses, tanggap, mohon, perhati]","['transaksi', 'spbu', 'rest', 'area', 'cipali', 'arah', 'jakarta', 'isi', 'pertalite', 'bayar', 'kartu', 'kredit', 'alami', 'gagal', 'transaksi', 'kali', 'rp', 'ribu', 'tramsaksi', 'anggap', 'hasil', 'notifikasi', 'via', 'womdr', 'susah', 'akses', 'tanggap', 'mohon', 'perhati']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'bayar', 'transaksi']}",NA,NA,Negative,Transaksi
kaga bis login sampah,"[tidak, bis, login, sampah]","['tidak', 'bis', 'login', 'sampah']","{'Tampilan': [], 'Authentikasi': ['login'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"mau buat transaksi gak bisa . kecewa banget pake aplikasi ini , bank gede kok bisa2nya jam segini perbaikan system . dari td siang smpe sore gakbisa transaksi m-banking . kecewa sangat kecewa","[transaksi, tidak, kecewa, banget, pakai, bank, gede, bisa, jam, gin, perbaikan, system, siang, sore, gakbisa, transaksi, kecewa, sangat, kecewa]","['transaksi', 'tidak', 'kecewa', 'banget', 'pakai', 'bank', 'gede', 'bisa', 'jam', 'gin', 'perbaikan', 'system', 'siang', 'sore', 'gakbisa', 'transaksi', 'kecewa', 'sangat', 'kecewa']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transaksi']}",NA,NA,Negative,Transaksi
Unuk menu pembayaran ke pelabuhan tolong di adakan lgi seperti apk bni mobile,"[unuk, menu, bayar, labuh, tolong, adakan]","['unuk', 'menu', 'bayar', 'labuh', 'tolong', 'adakan']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"mau login di hp baru verifikasi wajah gagal terus. udah coba berkali kali, padahal ya wajah wajah saya gak ada yang berubah. mending aplikasi yang dulu. yang ini ribet jelek","[login, hp, verifikasi, wajah, gagal, coba, kali, kali, wajah, wajah, tidak, ubah, lebih, baik, rumit, jelek]","['login', 'hp', 'verifikasi', 'wajah', 'gagal', 'coba', 'kali', 'kali', 'wajah', 'wajah', 'tidak', 'ubah', 'lebih', 'baik', 'rumit', 'jelek']","{'Tampilan': [], 'Authentikasi': ['login', 'verifikasi', 'wajah', 'wajah', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
Wonder kenapa ya gak bisa buat transaksi tau gitu m-banking BNI yg lama harusnya bisa buat bayar listrik dll ini semua di alihin ke wonder Tolong segera di perbaiki apk nya yaa terima kasih,"[tidak, transaksi, tau, lama, bayar, listrik, dll, alihin, tolong, baik, terima, kasih]","['tidak', 'transaksi', 'tau', 'lama', 'bayar', 'listrik', 'dll', 'alihin', 'tolong', 'baik', 'terima', 'kasih']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'bayar']}",NA,NA,Negative,Transaksi
"Kenapa sering error min apk, perbaikan Mulu , untung ada ATM lain ,jadi bisa bayar obat keluarga saya lagi dirumah sakit","[sering, error, admin, perbaikan, melulu, untung, atm, bayar, obat, keluarga, rumah, sakit]","['sering', 'error', 'admin', 'perbaikan', 'melulu', 'untung', 'atm', 'bayar', 'obat', 'keluarga', 'rumah', 'sakit']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
"Parah nih ga bisa akses/login. System nya gangguan terus.. Sya mau transfer urgen bngt eh malah ga bisa digunakan. Sangat kecewa, lebih enakan pakai aplikasi yg lama. Seharusnya klo mau dialihkan ke aplikasi baru seharusnya malah lebih baik dong. Ini mh malah downgrade.. Paling tidak sebelum dialihkan ke aplikasi baru, sudah ada resett terlebih dahulu. Gmna dih kerjanya para develover nya.","[parah, nih, tidak, akseslogin, system, gangguan, transfer, urgen, banget, eh, tidak, sangat, kecewa, lebih, enak, pakai, lama, alih, lebih, baik, mah, downgrade, tidak, alih, resett, gimana, dih, kerja, develover]","['parah', 'nih', 'tidak', 'akseslogin', 'system', 'gangguan', 'transfer', 'urgen', 'banget', 'eh', 'tidak', 'sangat', 'kecewa', 'lebih', 'enak', 'pakai', 'lama', 'alih', 'lebih', 'baik', 'mah', 'downgrade', 'tidak', 'alih', 'resett', 'gimana', 'dih', 'kerja', 'develover']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transfer']}",NA,NA,Negative,Transaksi
